awardYear,category,id,givenName,familyName,fullName,gender,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1959,Physics,72,Emilio,Segrè,Emilio Gino Segrè,male,2/1/05,Tivoli,Tivoli,Europe,Italy,Italy,"Tivoli, Italy",4/22/89,"Lafayette, CA","Lafayette, CA",North America,USA,USA,"Lafayette, CA, USA",,"University of California, Berkeley, CA, USA",,,
1959,Chemistry,223,Jaroslav,Heyrovsky,Jaroslav Heyrovsky,male,1890-12-20,Prague,Prague,Europe,Austria-Hungary,Czech Republic,"Prague, Austria-Hungary (now Czech Republic)",3/27/67,Prague,Prague,Europe,Czechoslovakia,Czech Republic,"Prague, Czechoslovakia (now Czech Republic)",,"Polarographic Institute of the Czechoslovak Academy of Science, Prague, Czechoslovakia (now Czech Republic)",,,
1959,Physics,73,Owen,Chamberlain,Owen Chamberlain,male,7/10/20,"San Francisco, CA","San Francisco, CA",North America,USA,USA,"San Francisco, CA, USA",2/28/06,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,"University of California, Berkeley, CA, USA",,,
1959,Peace,518,Philip,Noel-Baker,Philip J. Noel-Baker,male,1889-11-01,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",10/8/82,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
1959,Literature,630,Salvatore,Quasimodo,Salvatore Quasimodo,male,8/20/01,Modica,Modica,Europe,Italy,Italy,"Modica, Italy",6/14/68,Naples,Naples,Europe,Italy,Italy,"Naples, Italy",,,,,
1959,Physiology or Medicine,367,Severo,Ochoa,Severo Ochoa,male,9/24/05,Luarca,Luarca,Europe,Spain,Spain,"Luarca, Spain",11/1/93,Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain",,"New York University, College of Medicine, New York, NY, USA",,,
1960,Peace,519,Albert,Luthuli,Albert John Luthuli,male,1898-00-00,Bulawayo,Bulawayo,Africa,Southern Rhodesia,Zimbabwe,"Bulawayo, Southern Rhodesia (now Zimbabwe)",7/21/67,Stanger,Stanger,Africa,South Africa,South Africa,"Stanger, South Africa",,,,,
1960,Physics,74,Donald A.,Glaser,Donald Arthur Glaser,male,9/21/26,"Cleveland, OH","Cleveland, OH",North America,USA,USA,"Cleveland, OH, USA",2/28/13,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,"University of California, Berkeley, CA, USA",,,
1960,Physiology or Medicine,370,Peter,Medawar,Peter Brian Medawar,male,2/28/15,Rio de Janeiro,Rio de Janeiro,South America,Brazil,Brazil,"Rio de Janeiro, Brazil",10/2/87,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,"University College, London, United Kingdom",,,
1960,Literature,631,Saint-John,Perse,Saint-John Perse,male,1887-05-31,Pointe-à-Pitre,Pointe-à-Pitre,North America,Guadeloupe Island,Guadeloupe Island,"Pointe-à-Pitre, Guadeloupe Island",9/20/75,Presqu'île-de-Giens,Presqu'île-de-Giens,Europe,France,France,"Presqu'île-de-Giens, France",,,,,
1960,Physiology or Medicine,369,Sir Frank Macfarlane,Burnet,Sir Frank Macfarlane Burnet,male,1899-09-03,Traralgon,Traralgon,Oceania,Australia,Australia,"Traralgon, Australia",8/31/85,Melbourne,Melbourne,Oceania,Australia,Australia,"Melbourne, Australia",,"Walter and Eliza Hall Institute for Medical Research, Melbourne, Australia",,,
1960,Chemistry,224,Willard F.,Libby,Willard Frank Libby,male,12/17/08,"Grand Valley, CO","Grand Valley, CO",North America,USA,USA,"Grand Valley, CO, USA",9/8/80,"Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,"University of California, Los Angeles, CA, USA",,,
1961,Peace,520,Dag,Hammarskjöld,Dag Hjalmar Agne Carl Hammarskjöld,male,7/29/05,Jönköping,Jönköping,Europe,Sweden,Sweden,"Jönköping, Sweden",9/18/61,Ndola,Ndola,Africa,Northern Rhodesia,Zambia,"Ndola, Northern Rhodesia (now Zambia)",,,,,
1961,Physiology or Medicine,371,Georg,von Békésy,Georg von Békésy,male,1899-06-03,Budapest,Budapest,Europe,Hungary,Hungary,"Budapest, Hungary",6/13/72,"Honolulu, HI","Honolulu, HI",North America,USA,USA,"Honolulu, HI, USA",,"Harvard University, Cambridge, MA, USA",,,
1961,Literature,633,Ivo,Andric,Ivo Andric,male,1892-10-10,Dolac,Dolac,Europe,Bosnia,Bosnia and Herzegovina,"Dolac, Bosnia (now Bosnia and Herzegovina)",3/13/75,Belgrade,Belgrade,Europe,Yugoslavia,Serbia,"Belgrade, Yugoslavia (now Serbia)",,,,,
1961,Chemistry,225,Melvin,Calvin,Melvin Calvin,male,4/8/11,"St. Paul, MN","St. Paul, MN",North America,USA,USA,"St. Paul, MN, USA",1/8/97,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,"University of California, Berkeley, CA, USA",,,
1961,Physics,75,Robert,Hofstadter,Robert Hofstadter,male,2/5/15,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",11/17/90,"Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,"Stanford University, Stanford, CA, USA",,,
1961,Physics,76,Rudolf,Mössbauer,Rudolf Ludwig Mössbauer,male,1/31/29,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",9/14/11,,,,,,N/A,,"Technical University, Munich, Germany","California Institute of Technology (Caltech), Pasadena, CA, USA",,
1962,Physiology or Medicine,372,Francis,Crick,Francis Harry Compton Crick,male,6/8/16,Northampton,Northampton,Europe,United Kingdom,United Kingdom,"Northampton, United Kingdom",7/28/04,"San Diego, CA","San Diego, CA",North America,USA,USA,"San Diego, CA, USA",,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
1962,Physiology or Medicine,373,James,Watson,James Dewey Watson,male,4/6/28,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,"Harvard University, Cambridge, MA, USA",,,
1962,Literature,634,John,Steinbeck,John Steinbeck,male,2/27/02,"Salinas, CA","Salinas, CA",North America,USA,USA,"Salinas, CA, USA",12/20/68,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,
1962,Chemistry,227,John C.,Kendrew,John Cowdery Kendrew,male,3/24/17,Oxford,Oxford,Europe,United Kingdom,United Kingdom,"Oxford, United Kingdom",8/23/97,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
1962,Physics,77,Lev,Landau,Lev Davidovich Landau,male,1/22/08,Baku,Baku,Asia,Russian Empire,Azerbaijan,"Baku, Russian Empire (now Azerbaijan)",4/1/68,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,"Academy of Sciences, Moscow, USSR (now Russia)",,,
1962,Peace,217,Linus,Pauling,Linus Carl Pauling,male,2/28/01,"Portland, OR","Portland, OR",North America,USA,USA,"Portland, OR, USA",8/19/94,"Big Sur, CA","Big Sur, CA",North America,USA,USA,"Big Sur, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1962,Physiology or Medicine,374,Maurice,Wilkins,Maurice Hugh Frederick Wilkins,male,12/15/16,Pongaroa,Pongaroa,Oceania,New Zealand,New Zealand,"Pongaroa, New Zealand",10/5/04,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,"London University, London, United Kingdom",,,
1962,Chemistry,226,Max F.,Perutz,Max Ferdinand Perutz,male,5/19/14,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",2/6/02,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
1963,Physiology or Medicine,376,Alan,Hodgkin,Alan Lloyd Hodgkin,male,2/5/14,Banbury,Banbury,Europe,United Kingdom,United Kingdom,"Banbury, United Kingdom",12/20/98,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1963,Physiology or Medicine,377,Andrew,Huxley,Andrew Fielding Huxley,male,11/22/17,Hampstead,Hampstead,Europe,United Kingdom,United Kingdom,"Hampstead, United Kingdom",5/30/12,Grantchester,Grantchester,Europe,United Kingdom,United Kingdom,"Grantchester, United Kingdom",,"University College, London, United Kingdom",,,
1963,Physics,78,Eugene,Wigner,Eugene Paul Wigner,male,11/17/02,Budapest,Budapest,Europe,Austria-Hungary,Hungary,"Budapest, Austria-Hungary (now Hungary)",1/1/95,"Princeton, NJ","Princeton, NJ",North America,USA,USA,"Princeton, NJ, USA",,"Princeton University, Princeton, NJ, USA",,,
1963,Literature,635,Giorgos,Seferis,Giorgos Seferis,male,3/13/00,Smyrna,Izmir,Asia,Ottoman Empire,Turkey,"Smyrna, Ottoman Empire (now Izmir, Turkey)",9/20/71,Athens,Athens,Europe,Greece,Greece,"Athens, Greece",,,,,
1963,Chemistry,229,Giulio,Natta,Giulio Natta,male,2/26/03,Imperia,Imperia,Europe,Italy,Italy,"Imperia, Italy",5/2/79,Bergamo,Bergamo,Europe,Italy,Italy,"Bergamo, Italy",,"Institute of Technology, Milan, Italy",,,
1963,Physics,80,J. Hans D.,Jensen,J. Hans D. Jensen,male,6/25/07,Hamburg,Hamburg,Europe,Germany,Germany,"Hamburg, Germany",2/11/73,Heidelberg,Heidelberg,Europe,West Germany,Germany,"Heidelberg, West Germany (now Germany)",,"University of Heidelberg, Heidelberg, Germany",,,
1963,Chemistry,228,Karl,Ziegler,Karl Ziegler,male,1898-11-26,Helsa,Helsa,Europe,Germany,Germany,"Helsa, Germany",8/12/73,Mülheim,Mülheim,Europe,West Germany,Germany,"Mülheim, West Germany (now Germany)",,"Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research), Mülheim/Ruhr, Germany",,,
1963,Physics,79,Maria,Goeppert Mayer,Maria Goeppert Mayer,female,6/28/06,Kattowitz,Katowice,Europe,Germany,Poland,"Kattowitz, Germany (now Katowice, Poland)",2/20/72,"San Diego, CA","San Diego, CA",North America,USA,USA,"San Diego, CA, USA",,"University of California, San Diego, CA, USA",,,
1963,Physiology or Medicine,375,Sir John,Eccles,Sir John Carew Eccles,male,1/27/03,Melbourne,Melbourne,Oceania,Australia,Australia,"Melbourne, Australia",5/2/97,Contra,Contra,Europe,Switzerland,Switzerland,"Contra, Switzerland",,"Australian National University, Canberra, Australia",,,
1964,Physics,83,Aleksandr M.,Prokhorov,Aleksandr Mikhailovich Prokhorov,male,7/11/16,Atherton,Atherton,Oceania,Australia,Australia,"Atherton, Australia",1/8/02,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",,"P.N. Lebedev Physical Institute, Moscow, USSR (now Russia)",,,
1964,Physics,81,Charles H.,Townes,Charles Hard Townes,male,7/28/15,"Greenville, SC","Greenville, SC",North America,USA,USA,"Greenville, SC, USA",1/27/15,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
1964,Chemistry,230,Dorothy Crowfoot,Hodgkin,Dorothy Crowfoot Hodgkin,female,5/12/10,Cairo,Cairo,Africa,Egypt,Egypt,"Cairo, Egypt",7/29/94,Shipston-on-Stour,Shipston-on-Stour,Europe,United Kingdom,United Kingdom,"Shipston-on-Stour, United Kingdom",,"University of Oxford, Royal Society, Oxford, United Kingdom",,,
1964,Physiology or Medicine,379,Feodor,Lynen,Feodor Lynen,male,4/6/11,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",8/6/79,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",,"Max-Planck-Institut für Zellchemie, Munich, Germany",,,
1964,Literature,637,Jean-Paul,Sartre,Jean-Paul Sartre,male,6/21/05,Paris,Paris,Europe,France,France,"Paris, France",4/15/80,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1964,Physiology or Medicine,378,Konrad,Bloch,Konrad Bloch,male,1/21/12,Neisse,Nysa,Europe,Germany,Poland,"Neisse, Germany (now Nysa, Poland)",10/15/00,"Burlington, MA","Burlington, MA",North America,USA,USA,"Burlington, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
1964,Peace,524,Martin Luther,King Jr.,Martin Luther King Jr.,male,1/15/29,"Atlanta, GA","Atlanta, GA",North America,USA,USA,"Atlanta, GA, USA",4/4/68,"Memphis, TN","Memphis, TN",North America,USA,USA,"Memphis, TN, USA",,,,,
1964,Physics,82,Nicolay G.,Basov,Nicolay Gennadiyevich Basov,male,12/14/22,Usman,Usman,Europe,USSR,Russia,"Usman, USSR (now Russia)",7/1/01,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",,"P.N. Lebedev Physical Institute, Moscow, USSR (now Russia)",,,
1965,Physiology or Medicine,381,André,Lwoff,André Lwoff,male,5/8/02,Ainay-le-Château,Ainay-le-Château,Europe,France,France,"Ainay-le-Château, France",9/30/94,Paris,Paris,Europe,France,France,"Paris, France",,"Institut Pasteur, Paris, France",,,
1965,Physiology or Medicine,380,François,Jacob,François Jacob,male,6/17/20,Nancy,Nancy,Europe,France,France,"Nancy, France",4/19/13,Paris,Paris,Europe,France,France,"Paris, France",,"Institut Pasteur, Paris, France",,,
1965,Physiology or Medicine,382,Jacques,Monod,Jacques Monod,male,2/9/10,Paris,Paris,Europe,France,France,"Paris, France",5/31/76,Cannes,Cannes,Europe,France,France,"Cannes, France",,"Institut Pasteur, Paris, France",,,
1965,Physics,85,Julian,Schwinger,Julian Schwinger,male,2/12/18,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",7/16/94,"Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,"Harvard University, Cambridge, MA, USA",,,
1965,Literature,638,Mikhail,Sholokhov,Mikhail Aleksandrovich Sholokhov,male,5/24/05,Veshenskaya,Veshenskaya,Europe,Russia,Russia,"Veshenskaya, Russia",2/21/84,Veshenskaya,Veshenskaya,Europe,USSR,Russia,"Veshenskaya, USSR (now Russia)",,,,,
1965,Physics,86,Richard P.,Feynman,Richard P. Feynman,male,5/11/18,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",2/15/88,"Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1965,Chemistry,231,Robert B.,Woodward,Robert Burns Woodward,male,4/10/17,"Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",7/8/79,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
1965,Physics,84,Sin-Itiro,Tomonaga,Sin-Itiro Tomonaga,male,3/31/06,Kyoto,Kyoto,Asia,Japan,Japan,"Kyoto, Japan",7/8/79,Tokyo,Tokyo,Asia,Japan,Japan,"Tokyo, Japan",,"Tokyo University of Education, Tokyo, Japan",,,
1966,Physics,87,Alfred,Kastler,Alfred Kastler,male,5/3/02,Guebwiller,Guebwiller,Europe,Germany,France,"Guebwiller, Germany (now France)",1/7/84,Bandol,Bandol,Europe,France,France,"Bandol, France",,"École Normale Supérieure, Paris, France",,,
1966,Physiology or Medicine,384,Charles B.,Huggins,Charles Brenton Huggins,male,9/22/01,Halifax,Halifax,North America,Canada,Canada,"Halifax, Canada",1/12/97,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,"University of Chicago, Ben May Laboratory for Cancer Research, Chicago, IL, USA",,,
1966,Literature,640,Nelly,Sachs,Nelly Sachs,female,1891-12-10,Berlin,Berlin,Europe,Germany,Germany,"Berlin, Germany",5/12/70,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,
1966,Physiology or Medicine,383,Peyton,Rous,Peyton Rous,male,1879-10-05,"Baltimore, MD","Baltimore, MD",North America,USA,USA,"Baltimore, MD, USA",2/16/70,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Rockefeller University, New York, NY, USA",,,
1966,Chemistry,232,Robert S.,Mulliken,Robert S. Mulliken,male,1896-06-07,"Newburyport, MA","Newburyport, MA",North America,USA,USA,"Newburyport, MA, USA",10/31/86,"Arlington, VA","Arlington, VA",North America,USA,USA,"Arlington, VA, USA",,"University of Chicago, Chicago, IL, USA",,,
1966,Literature,639,Shmuel,Agnon,Shmuel Yosef Agnon,male,1888-07-17,Buczacz,Buchach,Europe,Austria-Hungary,Ukraine,"Buczacz, Austria-Hungary (now Buchach, Ukraine)",2/17/70,Rehovot,Rehovot,Asia,Israel,Israel,"Rehovot, Israel",,,,,
1967,Chemistry,235,George,Porter,George Porter,male,12/6/20,Stainforth,Stainforth,Europe,United Kingdom,United Kingdom,"Stainforth, United Kingdom",8/31/02,Canterbury,Canterbury,Europe,United Kingdom,United Kingdom,"Canterbury, United Kingdom",,"Royal Institution of Great Britain, London, United Kingdom",,,
1967,Physiology or Medicine,387,George,Wald,George Wald,male,11/18/06,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",4/12/97,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
1967,Physics,88,Hans,Bethe,Hans Albrecht Bethe,male,7/2/06,Strasbourg,Strasbourg,Europe,Germany,France,"Strasbourg, Germany (now France)",3/6/05,"Ithaca, NY","Ithaca, NY",North America,USA,USA,"Ithaca, NY, USA",,"Cornell University, Ithaca, NY, USA",,,
1967,Physiology or Medicine,386,Keffer,Hartline,Haldan Keffer Hartline,male,12/22/03,"Bloomsburg, PA","Bloomsburg, PA",North America,USA,USA,"Bloomsburg, PA, USA",3/17/83,"Fallston, MD","Fallston, MD",North America,USA,USA,"Fallston, MD, USA",,"Rockefeller University, New York, NY, USA",,,
1967,Chemistry,233,Manfred,Eigen,Manfred Eigen,male,5/9/27,Bochum,Bochum,Europe,Germany,Germany,"Bochum, Germany",2/6/19,Göttingen,Göttingen,Europe,Germany,Germany,"Göttingen, Germany",,"Max-Planck-Institut für Physikalische Chemie, Göttingen, Germany",,,
1967,Literature,641,Miguel Angel,Asturias,Miguel Angel Asturias,male,1899-10-19,Guatemala City,Guatemala City,North America,Guatemala,Guatemala,"Guatemala City, Guatemala",6/9/74,Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain",,,,,
1967,Physiology or Medicine,385,Ragnar,Granit,Ragnar Granit,male,10/30/00,Helsinki,Helsinki,Europe,Russian Empire,Finland,"Helsinki, Russian Empire (now Finland)",3/12/91,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,"Karolinska Institutet, Stockholm, Sweden",,,
1967,Chemistry,234,Ronald G.W.,Norrish,Ronald George Wreyford Norrish,male,1897-11-09,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",6/7/78,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"Institute of Physical Chemistry, Cambridge, United Kingdom",,,
1968,Physiology or Medicine,389,H. Gobind,Khorana,Har Gobind Khorana,male,1/9/22,Raipur,Raipur,Asia,India,India,"Raipur, India",11/9/11,"Concord, MA","Concord, MA",North America,USA,USA,"Concord, MA, USA",,"University of Wisconsin, Madison, WI, USA",,,
1968,Chemistry,236,Lars,Onsager,Lars Onsager,male,11/27/03,Kristiania,Oslo,Europe,Norway,Norway,"Kristiania (now Oslo), Norway",10/5/76,"Coral Gables, FL","Coral Gables, FL",North America,USA,USA,"Coral Gables, FL, USA",,"Yale University, New Haven, CT, USA",,,
1968,Physics,89,Luis,Alvarez,Luis Walter Alvarez,male,6/13/11,"San Francisco, CA","San Francisco, CA",North America,USA,USA,"San Francisco, CA, USA",9/1/88,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,"University of California, Berkeley, CA, USA",,,
1968,Physiology or Medicine,390,Marshall W.,Nirenberg,Marshall W. Nirenberg,male,4/10/27,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",1/15/10,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"National Institutes of Health, Bethesda, MD, USA",,,
1968,Peace,526,René,Cassin,René Cassin,male,1887-10-05,Bayonne,Bayonne,Europe,France,France,"Bayonne, France",2/20/76,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1968,Physiology or Medicine,388,Robert W.,Holley,Robert W. Holley,male,1/28/22,"Urbana, IL","Urbana, IL",North America,USA,USA,"Urbana, IL, USA",2/11/93,"Los Gatos, CA","Los Gatos, CA",North America,USA,USA,"Los Gatos, CA, USA",,"Cornell University, Ithaca, NY, USA",,,
1968,Literature,642,Yasunari,Kawabata,Yasunari Kawabata,male,1899-06-11,Osaka,Osaka,Asia,Japan,Japan,"Osaka, Japan",4/16/72,Zushi,Zushi,Asia,Japan,Japan,"Zushi, Japan",,,,,
1969,Physiology or Medicine,392,Alfred D.,Hershey,Alfred D. Hershey,male,12/4/08,"Owosso, MI","Owosso, MI",North America,USA,USA,"Owosso, MI, USA",5/22/97,"Syosset, NY","Syosset, NY",North America,USA,USA,"Syosset, NY, USA",,"Carnegie Institution of Washington, Long Island, New York, NY, USA",,,
1969,Chemistry,237,Derek,Barton,Derek H. R. Barton,male,9/8/18,Gravesend,Gravesend,Europe,United Kingdom,United Kingdom,"Gravesend, United Kingdom",3/16/98,"College Station, TX","College Station, TX",North America,USA,USA,"College Station, TX, USA",,"Imperial College, London, United Kingdom",,,
1969,Economic Sciences,678,Jan,Tinbergen,Jan Tinbergen,male,4/12/03,the Hague,the Hague,Europe,the Netherlands,the Netherlands,"the Hague, the Netherlands",6/9/94,the Hague,the Hague,Europe,the Netherlands,the Netherlands,"the Hague, the Netherlands",,"The Netherlands School of Economics, Rotterdam, the Netherlands",,,
